leiden,rank,gene,score,logfoldchange,pvals_adj
21,13,LGALS1,31.52021026611328,4.676337718963623,1.1846430522261289e-214
21,14,CD63,31.300100326538086,4.541536331176758,1.1143077725115714e-211
21,15,TIMP1,30.986202239990234,4.6342997550964355,1.8491796462735132e-207
21,16,CEBPB,30.597042083740234,5.002499103546143,2.8088092168947557e-202
21,17,ATP6V0B,30.527006149291992,3.1302247047424316,2.253069909351519e-201
21,18,PFDN5,30.515548706054688,2.2810580730438232,3.019916847720157e-201
21,19,NEAT1,29.722753524780273,3.6173980236053467,6.888647321285247e-191
21,20,NINJ1,29.66350746154785,4.544585704803467,3.808255962367081e-190
22,1,HIST1H1B,16.169485092163086,5.906863689422607,2.776486723387844e-54
22,2,HIST1H4C,16.080312728881836,5.059598922729492,5.879322749185183e-54
22,3,TOP2A,15.896868705749512,5.647233009338379,6.501593589812994e-53
22,4,MKI67,15.887345314025879,5.089658737182617,6.501593589812994e-53
22,5,HIST1H2AJ,15.788823127746582,5.543091297149658,2.4914884583103535e-52
22,6,SPINK2,15.74634075164795,5.164246082305908,4.067741747296568e-52
22,7,STMN1,15.587339401245117,3.8816728591918945,4.2523426065270237e-51
22,8,HMGB2,15.568262100219727,4.271900177001953,5.0144748878231284e-51
22,9,HIST1H2AM,15.426212310791016,5.057094097137451,4.0650971893693416e-50
22,10,CENPF,15.360590934753418,5.174803733825684,1.0088838853554656e-49
22,11,H2AFX,15.095450401306152,3.653371572494507,5.289820106796393e-48
22,12,TUBB,15.072752952575684,3.6674015522003174,6.838986977949931e-48
22,13,HIST1H1D,14.989023208618164,4.353541374206543,2.234617040445468e-47
22,14,NUCB2,14.976117134094238,3.2895286083221436,2.5197734934352457e-47
22,15,CKS1B,14.957915306091309,4.143173694610596,3.0919866307414377e-47
22,16,HMGB1,14.942684173583984,2.515310764312744,3.6436863412284233e-47
22,17,HMGN2,14.833022117614746,3.3862552642822266,1.767784687071884e-46
22,18,NUSAP1,14.755013465881348,4.439826488494873,5.321976283870171e-46
22,19,UBE2C,14.734930038452148,5.019612789154053,6.788686173786885e-46
22,20,LMNB1,14.544377326965332,3.9222922325134277,1.0632482101798128e-44
