sample_id,gsm,sample,timepoint,CD4.Naive,B.Cell,CD4.Memory,CD8.Memory,NK,Late.Erythrocyte,CD8.Naive,CD8.Effector,Pre.B.Cell,Early.Erythrocyte,GMP,Plasma,pDC,CLP,HSC,Progenitor,Unknown,Monocytes,CD16.Monocytes,cDC,Early.Basophil
AML21_DX,GSM7494303,AML21,DX,0.30268199233716475,0.18582375478927204,0.07279693486590039,0.06513409961685823,0.040229885057471264,0.18007662835249041,0.02490421455938697,0.03065134099616858,0.0,0.06704980842911877,0.0,0.0,0.005747126436781609,0.005747126436781609,0.007662835249042145,0.0,0.0,0.011494252873563218,0.0,0.0,0.0
AML21_REL,GSM7494304,AML21,REL,0.056768558951965066,0.004366812227074236,0.0611353711790393,0.13100436681222707,0.34934497816593885,0.08296943231441048,0.010917030567685589,0.048034934497816595,0.0611353711790393,0.08078602620087336,0.0,0.0,0.019650655021834062,0.08951965065502183,0.004366812227074236,0.0,0.0,0.0,0.0,0.0,0.0
AML21_REM,GSM7494305,AML21,REM,0.1678714859437751,0.0008032128514056225,0.0570281124497992,0.024096385542168676,0.00642570281124498,0.6401606425702812,0.023293172690763052,0.013654618473895583,0.0,0.05622489959839357,0.001606425702811245,0.0,0.00321285140562249,0.00321285140562249,0.0008032128514056225,0.0,0.0,0.0008032128514056225,0.0,0.0008032128514056225,0.0
AML24_DX,GSM7494306,AML24,DX,0.19817767653758542,0.12300683371298406,0.10022779043280182,0.09111617312072894,0.0774487471526196,0.214123006833713,0.025056947608200455,0.1070615034168565,0.0,0.0,0.02733485193621868,0.01366742596810934,0.0,0.0,0.0,0.0,0.004555808656036446,0.004555808656036446,0.01366742596810934,0.0,0.0
AML24_REL,GSM7494307,AML24,REL,0.10268948655256724,0.1356968215158924,0.017114914425427872,0.014669926650366748,0.1271393643031785,0.29706601466992666,0.0024449877750611247,0.0024449877750611247,0.11246943765281174,0.0,0.0024449877750611247,0.0,0.0024449877750611247,0.03667481662591687,0.0012224938875305623,0.0,0.0,0.11246943765281174,0.03300733496332518,0.0,0.0
AML24_REM,GSM7494308,AML24,REM,0.3151946421096693,0.0008371703641691084,0.135203013813311,0.07492674759313521,0.06111343658434491,0.14190037672666386,0.05064880703223106,0.025115110925073254,0.0029300962745918793,0.016743407283382167,0.019673503557974047,0.006697362913352867,0.007115948095437421,0.01799916282963583,0.010046044370029301,0.011720385098367517,0.0,0.07660108832147342,0.016324822101297615,0.00795311845960653,0.0012557555462536626
AML23_DX,GSM7494309,AML23,DX,0.4284221525600836,0.21525600835945663,0.08045977011494253,0.03239289446185998,0.06792058516196448,0.0073145245559038665,0.018808777429467086,0.008359456635318705,0.01044932079414838,0.014629049111807733,0.02089864158829676,0.0,0.03761755485893417,0.003134796238244514,0.003134796238244514,0.013584117032392894,0.0,0.018808777429467086,0.0,0.018808777429467086,0.0
AML23_REL,GSM7494310,AML23,REL,0.10666666666666667,0.3657142857142857,0.045714285714285714,0.06666666666666667,0.22857142857142856,0.0,0.02666666666666667,0.049523809523809526,0.0019047619047619048,0.0038095238095238095,0.07047619047619047,0.005714285714285714,0.005714285714285714,0.0,0.0038095238095238095,0.011428571428571429,0.005714285714285714,0.0,0.0,0.0,0.0019047619047619048
AML23_REM,GSM7494311,AML23,REM,0.3234189104571071,0.00015654351909830932,0.05964308077645585,0.015497808390732623,0.013149655604257984,0.06496556042579837,0.03991859737006888,0.010644959298685034,0.0167501565435191,0.022855353788353162,0.033343769567939885,0.00015654351909830932,0.013149655604257984,0.032091421415153414,0.008296806512210394,0.010801502817783344,0.0021916092673763305,0.2683155917345022,0.036944270507201005,0.027238572323105822,0.000469630557294928
AML28_REL,GSM7494312,AML28,REL,0.1503831417624521,0.10009578544061302,0.09003831417624521,0.17337164750957854,0.2413793103448276,0.10727969348659004,0.019636015325670497,0.028735632183908046,0.006226053639846743,0.0210727969348659,0.006704980842911878,0.0,0.0004789272030651341,0.006704980842911878,0.02825670498084291,0.0028735632183908046,0.0019157088122605363,0.008620689655172414,0.006226053639846743,0.0,0.0
