sample_id,gsm,sample,timepoint,GMP,HSC,Progenitor,Early.Erythrocyte,CD4.Naive,B.Cell,Monocytes,CD4.Memory,CD8.Memory,Early.Basophil,NK,Late.Erythrocyte,CD8.Naive,CD8.Effector,CLP,CD16.Monocytes,Pre.B.Cell,cDC,Plasma,Unknown,pDC
AML24_REM,GSM7494308,AML24,REM,0.019673503557974047,0.010046044370029301,0.011720385098367517,0.016743407283382167,0.3151946421096693,0.0008371703641691084,0.07660108832147342,0.135203013813311,0.07492674759313521,0.0012557555462536626,0.06111343658434491,0.14190037672666386,0.05064880703223106,0.025115110925073254,0.01799916282963583,0.016324822101297615,0.0029300962745918793,0.00795311845960653,0.006697362913352867,0.0,0.007115948095437421
AML23_DX,GSM7494309,AML23,DX,0.051663128096249115,0.11464968152866242,0.11394196744515216,0.016985138004246284,0.29582448690728946,0.14578910120311395,0.012738853503184714,0.055201698513800426,0.021939136588818117,0.0014154281670205238,0.04600141542816702,0.004953998584571833,0.012738853503184714,0.005661712668082095,0.0537862703467799,0.0,0.007077140835102618,0.012738853503184714,0.0,0.0,0.02689313517338995
AML23_REL,GSM7494310,AML23,REL,0.20563415239513527,0.29908165797964753,0.22896500372300818,0.010796723752792257,0.006949615289153636,0.024075452965996526,0.14743112434847358,0.0031025068255150163,0.004343509555721023,0.0035989079175974188,0.015140233308513279,0.0,0.001737403822288409,0.0033507073715562173,0.00967982129560685,0.021965748324646314,0.0002482005460412013,0.0029784065524944155,0.00037230081906180194,0.010176222387689253,0.00037230081906180194
AML23_REM,GSM7494311,AML23,REM,0.033343769567939885,0.008296806512210394,0.010801502817783344,0.022855353788353162,0.3234189104571071,0.00015654351909830932,0.2683155917345022,0.05964308077645585,0.015497808390732623,0.000469630557294928,0.013149655604257984,0.06496556042579837,0.03991859737006888,0.010644959298685034,0.032091421415153414,0.036944270507201005,0.0167501565435191,0.027238572323105822,0.00015654351909830932,0.0021916092673763305,0.013149655604257984
AML28_REL,GSM7494312,AML28,REL,0.0554290053151101,0.3298405466970387,0.15216400911161732,0.01457858769931663,0.0510250569476082,0.031738800303720574,0.0030372057706909645,0.028701594533029614,0.05497342444950645,0.0007593014426727411,0.07668944570994685,0.0340167046317388,0.006226271829916477,0.009111617312072893,0.13211845102505695,0.0019741837509491267,0.01108580106302202,0.00015186028853454822,0.0,0.0006074411541381929,0.005770690964312832
AML28_REM,GSM7494313,AML28,REM,0.026,0.012,0.006,0.12,0.102,0.0,0.27,0.13,0.074,0.0,0.056,0.036,0.004,0.082,0.002,0.008,0.008,0.034,0.0,0.0,0.03
AML14_DX,GSM7494314,AML14,DX,0.16868307606730634,0.058128215825337226,0.6100681407314699,0.02920317062995411,0.014184397163120567,0.01446252259769156,0.009456264775413711,0.00917813934084272,0.013071895424836602,0.018634404116256432,0.014045334445835072,0.014045334445835072,0.0012515644555694619,0.00361563064942289,0.009734390209984702,0.00041718815185648727,0.010985954665554165,0.0002781254345709915,0.000556250869141983,0.0,0.0
AML14_REM,GSM7494315,AML14,REM,0.03879026955950033,0.02827087442472058,0.011834319526627219,0.06443129520052597,0.02695595003287311,0.0006574621959237344,0.22024983563445102,0.022353714661406968,0.03944773175542406,0.0039447731755424065,0.009861932938856016,0.4148586456278764,0.013149243918474688,0.006574621959237344,0.01051939513477975,0.015121630506245891,0.0019723865877712033,0.014464168310322156,0.01972386587771203,0.0,0.036817882971729124
AML25_DX,GSM7494316,AML25,DX,0.04416251806648466,0.23526577806327284,0.21711899791231734,0.21085594989561587,0.04191424441946363,0.013329050907339008,0.12670627910711418,0.012204914083828488,0.006423638991488678,0.05171029388148386,0.010117231411594669,0.0011241368235105186,0.005138911193190943,0.004014774369680424,0.00048177292436165086,0.01638027942829613,0.0,0.0014453187730849527,0.0,0.0003211819495744339,0.0012847277982977357
AML25_REL,GSM7494317,AML25,REL,0.10455486542443064,0.030227743271221533,0.512008281573499,0.04389233954451346,0.02443064182194617,0.023809523809523808,0.02008281573498965,0.012215320910973085,0.015942028985507246,0.0055900621118012426,0.009730848861283644,0.12028985507246377,0.012008281573498964,0.007039337474120083,0.010766045548654244,0.004968944099378882,0.03643892339544513,0.002277432712215321,0.0,0.0,0.0037267080745341614
AML25_REM,GSM7494318,AML25,REM,0.03121852970795569,0.01787512588116818,0.007804632426988922,0.01283987915407855,0.13872104733131924,0.0022658610271903325,0.23992950654582074,0.059415911379657606,0.036505538771399795,0.0005035246727089627,0.0377643504531722,0.26586102719033233,0.02416918429003021,0.02240684793554884,0.0256797583081571,0.021399798590130917,0.0017623363544813696,0.022658610271903322,0.00025176233635448137,0.0027693856998992953,0.028197381671701913
AML26_DX,GSM7494319,AML26,DX,0.03853442830069488,0.07997473152242578,0.6539481996209728,0.03954516740366393,0.01162349968414403,0.006317119393556538,0.004295641187618446,0.03272267845862287,0.003790271636133923,0.027795325331648767,0.004927353126974099,0.0048010107391029695,0.0010107391029690461,0.001137081490840177,0.08679722046746684,0.0,0.002147820593809223,0.0,0.0006317119393556538,0.0,0.0
